XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
*down: administratively down
!down: FIB overload down
^down: standby
(l): loopback
(s): spoofing
(d): Dampening Suppressed
(E): E-Trunk down
The number of interface that is UP in Physical is 503
The number of interface that is DOWN in Physical is 80
The number of interface that is UP in Protocol is 498
The number of interface that is DOWN in Protocol is 85
Interface                         IP Address/Mask      Physical   Protocol VPN 
  10.178.197.52/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.197.56/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.197.120/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.197.124/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.197.128/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.197.148/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.197.176/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.197.180/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.197.184/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.197.188/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.197.196/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.197.208/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.197.252/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.198.40/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.198.72/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.198.80/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.198.112/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.198.156/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.198.176/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.198.212/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.198.216/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.198.240/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.199.12/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.199.36/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.199.52/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.180.0.40/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.0.204/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.1.244/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.180.2.88/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.2.228/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.2.252/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.180.3.20/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.4.220/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.180.5.36/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.180.5.48/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.5.224/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.5.228/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.180.6.32/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.180.6.92/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.6.132/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.6.148/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.6.160/30  IBGP    255  0             RD  10.1.24.200                              Eth-Trunk49
   10.180.6.204/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.6.236/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.180.7.24/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.180.7.76/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.80.80/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.80.248/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.81.80/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.81.216/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.180.82.8/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.87.72/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.87.136/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.87.216/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.88.32/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.88.224/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.90.24/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.188.32.32/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.188.34.48/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.34.120/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.34.128/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.34.176/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.34.208/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.188.35.72/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.36.136/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.36.192/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.188.37.16/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.37.144/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.37.152/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.188.38.40/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.39.104/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.39.120/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.40.144/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.40.192/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.40.224/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.40.232/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.188.41.80/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.41.248/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.42.104/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.188.43.8/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.43.192/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.43.248/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.188.44.16/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.45.192/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.46.240/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.188.47.72/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.188.47.96/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.47.112/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.47.152/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.188.49.16/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.50.160/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.188.51.224/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.188.52.16/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.188.52.40/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.188.53.56/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.188.53.64/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.188.53.88/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
------------------------------------------------------------------------------
Routing Table : nbi-vdc
         Destinations : 4322     Routes : 4322      

Destination/Mask    Proto   Pre  Cost        Flags NextHop                                  Interface

      10.0.3.48/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
      10.0.3.52/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.3.126/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.3.254/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
       10.0.4.0/24  BGP     255  2             RD  10.1.24.145                              Eth-Trunk100.53
      10.0.6.24/29  IBGP    255  0             RD  10.1.24.199                              Eth-Trunk100.100
                    IBGP    255  0             RD  10.1.24.199                              Eth-Trunk49
      10.0.6.32/27  IBGP    255  3             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.6.126/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.6.129/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.6.137/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.6.145/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.6.152/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.6.169/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.6.177/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.6.238/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.6.252/30  IBGP    255  0             RD  10.1.24.199                              Eth-Trunk100.100
                    IBGP    255  0             RD  10.1.24.199                              Eth-Trunk49
       10.0.7.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.7.129/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.7.161/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.7.177/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.7.185/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.7.193/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.7.201/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
       10.0.8.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.0.8.129/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.0.10.126/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.0.10.254/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.0.11.126/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.0.14.254/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
      10.0.16.0/24  IBGP    255  3             RD  10.1.24.3                                Eth-Trunk100.100
       10.1.0.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.1.0.129/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
      10.1.1.65/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
      10.1.1.97/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.1.1.129/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
      10.1.6.24/30  IBGP    255  0             RD  10.1.24.200                              Eth-Trunk49
      10.1.6.64/30  IBGP    255  0             RD  10.1.24.200                              Eth-Trunk49
     10.1.24.44/32  BGP     255  0             RD  10.11.98.136                             Eth-Trunk24.2732
     10.1.24.45/32  BGP     255  0             RD  10.11.98.137                             Eth-Trunk24.2732
     10.1.24.61/32  EBGP    255  0             RD  10.120.16.101                            Eth-Trunk122.1100
     10.1.24.62/32  EBGP    255  0             RD  10.120.16.102                            Eth-Trunk122.1100
     10.1.24.80/32  BGP     255  0             RD  10.2.47.237                              Eth-Trunk122.2957
    10.1.24.132/30  BGP     255  0             RD  10.1.24.134                              Eth-Trunk100.49
    10.1.24.134/32  BGP     255  0             RD  127.0.0.1                                Eth-Trunk100.49
    10.1.24.136/30  Direct  0    0             D   10.1.24.138                              Eth-Trunk100.51
    10.1.24.138/32  Direct  0    0             D   127.0.0.1                                Eth-Trunk100.51
    10.1.24.139/32  Direct  0    0             D   127.0.0.1                                Eth-Trunk100.51
    10.1.24.144/30  BGP     255  0             RD  10.1.24.146                              Eth-Trunk100.53
    10.1.24.146/32  BGP     255  0             RD  127.0.0.1                                Eth-Trunk100.53
    10.1.24.160/32  BGP     255  0             RD  10.0.3.140                               Vlanif103
    10.1.24.161/32  BGP     255  0             RD  10.4.1.59                                Eth-Trunk122.850
    10.1.24.164/32  BGP     255  0             RD  10.0.3.143                               Vlanif103
    10.1.24.165/32  BGP     255  0             RD  10.0.3.144                               Vlanif103
    10.1.24.170/32  BGP     255  0             RD  10.0.3.53                                Eth-Trunk100.100
    10.1.24.171/32  BGP     255  0             RD  10.0.7.152                               Eth-Trunk122.4004
    10.1.24.176/32  BGP     255  0             RD  10.197.0.13                              Eth-Trunk49.4011
    10.1.24.177/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.1.24.178/32  BGP     255  0             RD  10.197.0.13                              Eth-Trunk49.4011
    10.1.24.180/32  BGP     255  0             RD  10.195.2.25                              Eth-Trunk122.201
    10.1.24.181/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.1.24.183/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.1.24.184/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk102.102
    10.1.24.210/32  BGP     255  0             RD  10.7.110.13                              Eth-Trunk122.600
    10.1.24.211/32  BGP     255  0             RD  10.7.110.14                              Eth-Trunk122.600
    10.1.24.212/32  BGP     255  0             RD  10.7.110.4                               Eth-Trunk122.600
    10.1.24.213/32  BGP     255  0             RD  10.7.110.5                               Eth-Trunk122.600
    10.1.24.214/32  BGP     255  0             RD  10.7.110.6                               Eth-Trunk122.600
    10.1.24.215/32  BGP     255  0             RD  10.7.110.7                               Eth-Trunk122.600
    10.1.24.216/32  BGP     255  0             RD  10.7.110.8                               Eth-Trunk122.600
    10.1.24.217/32  BGP     255  0             RD  10.7.110.9                               Eth-Trunk122.600
    10.1.24.218/32  BGP     255  0             RD  10.7.110.10                              Eth-Trunk122.600
    10.1.24.219/32  BGP     255  0             RD  10.7.110.11                              Eth-Trunk122.600
    10.1.24.220/32  BGP     255  0             RD  10.7.110.12                              Eth-Trunk122.600
    10.1.24.221/32  BGP     255  0             RD  10.195.2.68                              Eth-Trunk122.601
    10.1.24.222/32  BGP     255  0             RD  10.195.2.69                              Eth-Trunk122.601
    10.1.24.223/32  BGP     255  0             RD  10.11.81.196                             Eth-Trunk22.4005
    10.1.24.224/32  BGP     255  0             RD  10.11.81.197                             Eth-Trunk22.4005
    10.1.24.225/32  BGP     255  0             RD  10.11.81.200                             Eth-Trunk22.4005
    10.1.24.226/32  BGP     255  0             RD  10.11.81.199                             Eth-Trunk22.4005
    10.1.24.232/32  BGP     255  0             RD  10.11.81.205                             Eth-Trunk22.4005
    10.1.24.233/32  BGP     255  0             RD  10.11.81.206                             Eth-Trunk22.4005
    10.1.24.234/32  BGP     255  0             RD  10.11.81.207                             Eth-Trunk22.4005
    10.1.24.235/32  BGP     255  0             RD  10.11.81.208                             Eth-Trunk22.4005
    10.1.24.236/32  BGP     255  0             RD  172.21.2.20                              Eth-Trunk122.4046
    10.1.24.237/32  BGP     255  0             RD  172.21.2.21                              Eth-Trunk122.4046
    10.1.24.254/32  IBGP    255  0             RD  10.1.26.93                               Eth-Trunk45
    10.1.25.224/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.1.25.228/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.2.6.252/30  IBGP    255  0             RD  10.1.24.199                              Eth-Trunk100.100
                    IBGP    255  0             RD  10.1.24.199                              Eth-Trunk49
       10.2.7.8/30  IBGP    255  0             RD  10.1.24.200                              Eth-Trunk49
      10.2.7.80/30  IBGP    255  0             RD  10.1.24.200                              Eth-Trunk49
    10.2.20.240/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.2.47.232/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
       10.4.0.0/24  IBGP    255  3             RD  10.1.24.3                                Eth-Trunk100.100
      10.4.1.62/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
       10.4.4.0/22  IBGP    255  3             RD  10.1.24.3                                Eth-Trunk100.100
       10.4.8.0/22  IBGP    255  3             RD  10.1.24.3                                Eth-Trunk100.100
     10.7.1.254/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.7.2.254/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
      10.7.4.30/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
       10.7.6.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.7.8.254/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.7.9.254/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
      10.7.11.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.7.110.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.8.35.128/25  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
      10.9.32.2/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.9.192.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.9.192.129/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.9.192.161/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.9.192.193/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.9.194.193/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.9.194.217/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.10.14.172/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.10.14.180/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.10.14.184/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.10.14.192/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.10.14.212/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.10.14.216/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.10.14.236/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.10.14.240/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.11.32.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.11.68.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.11.69.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.69.17/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.11.70.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.11.71.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.71.33/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.11.72.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.11.73.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.73.17/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.73.33/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.73.49/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.73.65/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.73.81/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.73.97/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.74.33/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.11.76.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.76.65/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.11.76.161/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.11.81.145/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.11.81.193/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.11.82.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.11.96.0/28  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.11.96.1/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk102.102
    10.11.96.64/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.96.65/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk102.102
  10.11.115.128/26  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk102.102
  10.11.115.192/26  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.116.0/24  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.116.1/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk102.102
    10.11.117.0/27  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.117.1/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk102.102
   10.11.117.32/28  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.11.117.33/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk102.102
   10.11.119.32/28  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.11.119.33/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk102.102
   10.11.119.64/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.11.119.65/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk102.102
  10.11.119.168/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk102.102
     10.24.64.0/24  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.24.64.1/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk102.102
    10.36.104.0/24  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk102.102
     10.51.10.0/24  IBGP    255  4             RD  10.1.24.3                                Eth-Trunk100.100
     10.72.24.0/24  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.72.24.1/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk102.102
    10.120.16.8/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.120.16.254/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.120.23.0/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.127.0.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.127.1.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.128.2.129/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.128.2.137/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.128.2.145/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.128.3.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.128.3.33/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.128.3.49/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.128.3.65/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.128.3.81/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.128.3.97/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.128.3.113/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.128.3.121/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.128.3.193/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.128.3.209/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.128.6.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.192.0.6/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.192.4.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.192.20.65/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.192.20.113/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.192.20.129/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.192.20.209/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.192.21.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.192.21.49/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.192.21.105/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.192.21.129/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.192.21.145/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.192.21.201/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.192.22.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.192.22.97/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.192.23.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.192.23.129/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.192.32.65/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.192.32.105/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.193.1.254/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.193.3.62/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.193.3.64/26  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.193.3.145/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.193.3.193/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.193.5.0/24  IBGP    255  3             RD  10.1.24.3                                Eth-Trunk100.100
     10.193.6.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
