XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
*down: administratively down
!down: FIB overload down
^down: standby
(l): loopback
(s): spoofing
(d): Dampening Suppressed
(E): E-Trunk down
The number of interface that is UP in Physical is 629
The number of interface that is DOWN in Physical is 83
The number of interface that is UP in Protocol is 619
The number of interface that is DOWN in Protocol is 93
Interface                         IP Address/Mask      Physical   Protocol VPN 
    10.180.0.52/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.0.60/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.0.68/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.0.76/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.0.80/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.0.84/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.180.1.4/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.1.40/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.1.52/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.1.56/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.1.60/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.1.80/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.1.200/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.1.212/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.1.248/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.180.2.0/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.2.44/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.2.68/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.2.92/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.2.200/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.3.40/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.3.48/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.3.60/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.3.128/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.3.136/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.3.144/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.3.148/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.3.248/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.4.76/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.4.80/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.4.84/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.4.96/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.4.112/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.4.128/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.4.140/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.4.160/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.4.192/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.4.196/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.4.208/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.4.212/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.4.248/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.4.252/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.180.5.4/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.180.5.8/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.5.104/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.5.124/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.5.144/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.5.148/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.5.200/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.5.208/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.5.232/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.5.236/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.5.244/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.6.52/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.6.56/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.6.60/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.6.64/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.6.80/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.6.88/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.6.104/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.6.108/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.6.124/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.6.144/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.6.152/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.6.160/30  IBGP    255  0             RD  10.1.24.200                              Eth-Trunk49
                    IBGP    255  0             RD  10.1.24.200                              Eth-Trunk100.100
   10.180.6.164/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.6.172/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.6.176/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.6.184/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.6.216/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.6.224/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.7.12/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.7.16/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.7.32/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.7.60/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.7.88/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.7.100/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.7.104/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.7.112/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.81.200/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.81.208/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.82.112/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.82.248/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.84.104/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.84.112/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.84.200/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.85.24/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.85.32/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.85.160/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.87.144/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.88.216/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.89.8/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.89.168/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.90.176/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.91.176/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.32.208/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.34.192/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.34.240/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.188.36.32/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.36.128/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.188.37.24/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.37.128/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.188.38.32/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.188.38.48/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.38.224/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.188.39.40/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.188.39.64/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.188.39.80/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.39.224/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.188.40.64/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.40.136/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.188.41.40/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.188.41.48/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.41.120/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.41.248/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.42.112/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.42.200/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.42.232/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.43.128/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.188.44.8/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.45.160/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.188.48.0/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.188.48.88/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.48.168/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.48.184/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.48.248/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.49.216/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.49.232/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.50.176/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.188.51.248/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.188.53.8/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.193.8.62/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.193.17.8/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.193.64.0/24  IBGP    255  103           RD  10.1.24.4                                Eth-Trunk100.100
    10.195.0.17/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.195.0.25/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.197.0.12/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 41.216.207.112/31  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk101.101
    172.21.1.33/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk101.101
   192.168.34.0/24  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   197.184.0.18/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk101.101
   197.184.0.20/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk101.101
   197.184.0.21/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk101.101
   197.184.0.24/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk101.101
   197.184.0.95/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk101.101
------------------------------------------------------------------------------
Routing Table : oam-ipcore
         Destinations : 7016     Routes : 7016      

Destination/Mask    Proto   Pre  Cost        Flags NextHop                                  Interface

      10.0.6.24/29  IBGP    255  0             RD  10.1.24.199                              Eth-Trunk49
     10.0.6.160/29  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.0.6.252/30  IBGP    255  0             RD  10.1.24.199                              Eth-Trunk49
       10.0.7.0/25  O_ASE   150  112           D   10.1.24.150                              Eth-Trunk100.54
      10.1.6.24/30  IBGP    255  0             RD  10.1.24.200                              Eth-Trunk49
                    IBGP    255  0             RD  10.1.24.200                              Eth-Trunk100.100
      10.1.6.64/30  IBGP    255  0             RD  10.1.24.200                              Eth-Trunk49
                    IBGP    255  0             RD  10.1.24.200                              Eth-Trunk100.100
     10.1.24.21/32  Static  60   0             RD  172.21.1.37                              Eth-Trunk28.4046
     10.1.24.23/32  Static  60   0             RD  172.21.1.38                              Eth-Trunk28.4046
     10.1.24.40/32  Static  60   0             RD  10.195.2.36                              Eth-Trunk21.4001
     10.1.24.41/32  Static  60   0             RD  10.195.2.37                              Eth-Trunk21.4001
     10.1.24.42/32  Static  60   0             RD  10.195.2.38                              Eth-Trunk21.4001
     10.1.24.43/32  Static  60   0             RD  10.195.2.39                              Eth-Trunk21.4001
     10.1.24.44/32  BGP     255  0             RD  10.11.98.136                             Eth-Trunk100.100
     10.1.24.45/32  BGP     255  0             RD  10.11.98.137                             Eth-Trunk100.100
     10.1.24.46/32  Static  60   0             D   10.195.3.10                              Eth-Trunk28.4047
     10.1.24.47/32  Static  60   0             D   10.195.3.11                              Eth-Trunk28.4047
     10.1.24.50/32  Static  60   0             RD  172.21.2.31                              Eth-Trunk122.4046
     10.1.24.51/32  Static  60   0             RD  172.21.2.22                              Eth-Trunk122.4046
     10.1.24.52/32  Static  60   0             RD  172.21.2.23                              Eth-Trunk122.4046
     10.1.24.53/32  O_ASE   150  1             D   10.195.1.5                               Eth-Trunk12.30
     10.1.24.54/32  Static  60   0             RD  172.21.2.26                              Eth-Trunk122.4046
     10.1.24.55/32  Static  60   0             RD  172.21.2.29                              Eth-Trunk122.4046
     10.1.24.56/32  Static  60   0             RD  172.21.2.28                              Eth-Trunk122.4046
     10.1.24.57/32  Static  60   0             RD  172.21.2.27                              Eth-Trunk122.4046
     10.1.24.58/32  Static  60   0             RD  172.21.1.36                              Eth-Trunk28.4046
     10.1.24.61/32  EBGP    255  0             RD  10.120.16.101                            Eth-Trunk122.1100
     10.1.24.62/32  EBGP    255  0             RD  10.120.16.102                            Eth-Trunk122.1100
     10.1.24.63/32  Static  60   0             RD  172.21.2.33                              Eth-Trunk122.4046
     10.1.24.64/32  Static  60   0             RD  172.21.2.35                              Eth-Trunk122.4046
     10.1.24.65/32  IBGP    255  0             RD  10.1.64.6                                100GE1/0/5
     10.1.24.66/32  IBGP    255  0             RD  10.1.64.151                              100GE3/0/1
     10.1.24.80/32  BGP     255  0             RD  10.2.47.233                              Eth-Trunk122.2956
     10.1.24.88/32  Static  60   0             RD  10.195.2.2                               Eth-Trunk122.250
     10.1.24.89/32  OSPF    10   1000          D   10.195.1.5                               Eth-Trunk12.30
     10.1.24.91/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.24.92/32  IBGP    255  0             RD  10.1.24.199                              Eth-Trunk49
     10.1.24.93/32  IBGP    255  0             RD  10.1.24.200                              Eth-Trunk49
                    IBGP    255  0             RD  10.1.24.200                              Eth-Trunk100.100
    10.1.24.144/30  BGP     255  0             RD  10.1.24.145                              Eth-Trunk100.53
    10.1.24.145/32  BGP     255  0             RD  127.0.0.1                                Eth-Trunk100.53
    10.1.24.148/30  Direct  0    0             D   10.1.24.149                              Eth-Trunk100.54
    10.1.24.149/32  Direct  0    0             D   127.0.0.1                                Eth-Trunk100.54
    10.1.24.151/32  Direct  0    0             D   127.0.0.1                                Eth-Trunk100.54
    10.1.24.160/32  BGP     255  0             RD  10.0.3.140                               Vlanif103
    10.1.24.161/32  BGP     255  0             RD  10.4.1.59                                Eth-Trunk122.850
    10.1.24.162/32  Static  60   0             RD  172.21.2.25                              Eth-Trunk122.4046
    10.1.24.163/32  Static  60   0             RD  172.21.2.24                              Eth-Trunk122.4046
    10.1.24.164/32  BGP     255  0             RD  10.0.3.143                               Vlanif103
    10.1.24.165/32  BGP     255  0             RD  10.0.3.144                               Vlanif103
    10.1.24.170/32  BGP     255  0             RD  10.0.3.53                                Eth-Trunk122.2509
    10.1.24.171/32  BGP     255  0             RD  10.0.7.152                               Eth-Trunk122.4004
    10.1.24.172/32  Static  60   0             RD  172.21.2.36                              Eth-Trunk122.4046
    10.1.24.173/32  Static  60   0             RD  172.21.2.34                              Eth-Trunk122.4046
    10.1.24.176/32  BGP     255  0             RD  10.197.0.9                               Eth-Trunk49.4011
    10.1.24.177/32  BGP     255  0             RD  10.197.0.9                               Eth-Trunk49.4011
    10.1.24.178/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.1.24.180/32  BGP     255  0             RD  10.195.2.25                              Eth-Trunk122.201
    10.1.24.181/32  BGP     255  0             RD  10.120.23.1                              Eth-Trunk25.4021
    10.1.24.183/32  BGP     255  0             RD  10.11.98.142                             Eth-Trunk100.100
    10.1.24.184/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk101.101
    10.1.24.185/32  Static  60   0             D   10.195.3.12                              Eth-Trunk28.4047
    10.1.24.186/32  Static  60   0             D   10.195.3.13                              Eth-Trunk28.4047
    10.1.24.187/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk101.101
    10.1.24.201/32  OSPF    10   1010          D   10.195.1.5                               Eth-Trunk12.30
    10.1.24.202/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk101.101
    10.1.24.203/32  Direct  0    0             D   127.0.0.1                                LoopBack1
    10.1.24.204/32  OSPF    10   10            D   10.1.24.150                              Eth-Trunk100.54
    10.1.24.206/32  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk101.101
    10.1.24.208/32  OSPF    10   111           D   10.1.24.150                              Eth-Trunk100.54
    10.1.24.209/32  OSPF    10   1             D   10.120.16.157                            Eth-Trunk49.1300
    10.1.24.210/32  BGP     255  0             RD  10.7.110.13                              Eth-Trunk122.600
    10.1.24.211/32  BGP     255  0             RD  10.7.110.14                              Eth-Trunk122.600
    10.1.24.212/32  BGP     255  0             RD  10.7.110.4                               Eth-Trunk122.600
    10.1.24.213/32  BGP     255  0             RD  10.7.110.5                               Eth-Trunk122.600
    10.1.24.214/32  BGP     255  0             RD  10.7.110.6                               Eth-Trunk122.600
    10.1.24.215/32  BGP     255  0             RD  10.7.110.7                               Eth-Trunk122.600
    10.1.24.216/32  BGP     255  0             RD  10.7.110.8                               Eth-Trunk122.600
    10.1.24.217/32  BGP     255  0             RD  10.7.110.9                               Eth-Trunk122.600
    10.1.24.218/32  BGP     255  0             RD  10.7.110.10                              Eth-Trunk122.600
    10.1.24.219/32  BGP     255  0             RD  10.7.110.11                              Eth-Trunk122.600
    10.1.24.220/32  BGP     255  0             RD  10.7.110.12                              Eth-Trunk122.600
    10.1.24.221/32  BGP     255  0             RD  10.195.2.68                              Eth-Trunk122.601
    10.1.24.222/32  BGP     255  0             RD  10.195.2.69                              Eth-Trunk122.601
    10.1.24.223/32  BGP     255  0             RD  10.11.81.196                             Eth-Trunk21.4005
    10.1.24.224/32  BGP     255  0             RD  10.11.81.197                             Eth-Trunk21.4005
    10.1.24.225/32  BGP     255  0             RD  10.11.81.200                             Eth-Trunk21.4005
    10.1.24.226/32  BGP     255  0             RD  10.11.81.199                             Eth-Trunk21.4005
    10.1.24.230/32  Static  60   0             RD  172.21.1.1                               Eth-Trunk122.4045
    10.1.24.232/32  BGP     255  0             RD  10.11.81.205                             Eth-Trunk21.4005
    10.1.24.233/32  BGP     255  0             RD  10.11.81.206                             Eth-Trunk21.4005
    10.1.24.234/32  BGP     255  0             RD  10.11.81.207                             Eth-Trunk21.4005
    10.1.24.235/32  BGP     255  0             RD  10.11.81.208                             Eth-Trunk21.4005
    10.1.24.236/32  BGP     255  0             RD  172.21.2.20                              Eth-Trunk122.4046
    10.1.24.237/32  BGP     255  0             RD  172.21.2.21                              Eth-Trunk122.4046
    10.1.24.238/32  Static  60   0             RD  10.1.97.242                              Eth-Trunk25.40
    10.1.24.239/32  Static  60   0             D   10.195.3.2                               Eth-Trunk28.4047
    10.1.24.240/32  Static  60   0             D   10.195.3.3                               Eth-Trunk28.4047
    10.1.24.241/32  Static  60   0             D   10.195.3.4                               Eth-Trunk28.4047
    10.1.24.242/32  Static  60   0             D   10.195.3.5                               Eth-Trunk28.4047
    10.1.24.243/32  Static  60   0             D   10.195.3.6                               Eth-Trunk28.4047
    10.1.24.244/32  Static  60   0             D   10.195.3.7                               Eth-Trunk28.4047
    10.1.24.245/32  Static  60   0             D   10.195.3.8                               Eth-Trunk28.4047
    10.1.24.246/32  Static  60   0             D   10.195.3.9                               Eth-Trunk28.4047
    10.1.24.248/29  Direct  0    0             D   10.1.24.249                              Eth-Trunk122.99
    10.1.24.249/32  Direct  0    0             D   127.0.0.1                                Eth-Trunk122.99
    10.1.24.252/32  Direct  0    0             D   127.0.0.1                                Eth-Trunk122.99
    10.1.24.254/32  IBGP    255  0             RD  10.188.0.11                              Eth-Trunk45
    10.1.24.255/32  Direct  0    0             D   127.0.0.1                                Eth-Trunk122.99
     10.1.65.17/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.65.19/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.65.33/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.65.35/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.65.36/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.65.39/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.65.46/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.65.47/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.65.48/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.65.49/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.65.58/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.65.61/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.66.17/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.66.19/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.66.33/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.66.35/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.66.36/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.66.39/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.66.46/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.66.47/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.66.48/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.66.49/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.66.58/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.66.61/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.96.12/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.96.72/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
     10.1.96.80/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.1.96.128/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.1.96.140/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.1.96.184/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.1.96.192/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.1.96.196/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.1.96.224/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.1.96.252/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
      10.1.97.4/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.1.108.33/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.1.108.42/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.1.108.44/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.1.108.53/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.1.108.65/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.1.108.75/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.1.108.78/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.1.108.104/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.1.108.111/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.1.108.115/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.1.108.117/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.1.108.121/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.1.108.133/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.1.108.135/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.1.108.145/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.1.108.148/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.1.108.157/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.1.108.161/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.1.108.166/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.1.108.183/32  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
